,position,text
1103,30,burst
1104,30,burst
1105,30,burst
1106,30,burst
1107,30,burst
1108,30,burst
1109,30,burst
1110,30,burst
1111,30,burst
1112,30,burst
1113,30,burst
1114,30,burst
1115,30,burst
1116,30,burst
1117,30,burst
1118,30,burst
1119,30,burst
1120,30,burst
1121,30,burst
1122,30,burst
1123,30,burst
1124,30,burst
1125,30,burst
1126,30,burst
1127,30,burst
1128,30,burst
1129,30,burst
1130,30,burst
1131,30,burst
1132,30,burst
1133,30,burst
1134,30,burst
1135,30,burst
1136,30,burst
1137,30,burst
1138,30,burst
1139,30,burst
1140,30,burst
1141,30,burst
1142,30,burst
1143,30,burst
1144,30,burst
1145,30,burst
1146,30,burst
1147,30,burst
1148,30,burst
1149,30,burst
1150,30,burst
1151,30,burst
1152,30,burst
1153,30,burst
1154,30,burst
1155,30,burst
1156,30,burst
1157,30,burst
1158,30,burst
1159,30,burst
1160,30,burst
1161,30,burst
1162,30,burst
1163,30,burst
1164,30,burst
1165,30,burst
1166,30,burst
1167,30,burst
1168,30,burst
1169,30,burst
1170,30,burst
1171,30,burst
1172,30,burst
1173,30,burst
1174,30,burst
1175,30,burst
1176,30,burst
1177,30,burst
1178,30,burst
1179,30,burst
1180,30,burst
1181,30,burst
1182,30,burst
1183,30,burst
1184,30,burst
1185,30,burst
1186,30,burst
1187,30,burst
1188,30,burst
1189,30,burst
1190,30,burst
1191,30,burst
1192,30,burst
1193,30,burst
1194,30,burst
1195,30,burst
1196,30,burst
1197,30,burst
1198,30,burst
1199,30,burst
1200,30,burst
1201,30,burst
1202,30,burst
1203,30,burst
1204,30,burst
1205,30,burst
1206,30,burst
1207,30,burst
1208,30,burst
1209,30,burst
1210,30,burst
1211,30,burst
1212,30,burst
1213,30,burst
1214,30,burst
1215,30,burst
1216,30,burst
1217,30,burst
1218,30,burst
1219,30,burst
1220,30,burst
1221,30,burst
1222,30,burst
1223,30,burst
1224,30,burst
1225,30,burst
1226,30,burst
1227,30,burst
1228,30,burst
1229,30,burst
1230,30,burst
1231,30,burst
1232,30,burst
1233,30,burst
1234,30,burst
1235,30,burst
1236,30,burst
1237,30,burst
1238,30,burst
1239,30,burst
1240,30,burst
1241,30,burst
1242,30,burst
1243,30,burst
1244,30,burst
1245,30,burst
1246,30,burst
1247,30,burst
1248,30,burst
1249,30,burst
1250,30,burst
1251,30,burst
1252,30,burst
1253,30,burst
1254,30,burst
1255,30,burst
1256,30,burst
1257,30,burst
1258,30,burst
1259,30,burst
1260,30,burst
1261,30,burst
1262,30,burst
1263,30,burst
1264,30,burst
1265,30,burst
1266,30,burst
1267,30,burst
1268,30,burst
1269,30,burst
1270,30,burst
1271,30,burst
1272,30,burst
1273,30,burst
1274,30,burst
1275,30,burst
1276,30,burst
1277,30,burst
1278,30,burst
1279,30,burst
1280,30,burst
1281,30,burst
1282,30,burst
1283,30,burst
1284,30,burst
1285,30,burst
1286,30,burst
1287,30,burst
1288,30,burst
1289,30,burst
1290,30,burst
1291,30,burst
1292,30,burst
1293,30,burst
1294,30,burst
1295,30,burst
1296,30,burst
1297,30,burst
1298,30,burst
1299,30,burst
1300,30,burst
1301,30,burst
1302,30,burst
1303,30,burst
1304,30,burst
1305,30,burst
1306,30,burst
1307,30,burst
1308,30,burst
1309,30,burst
1310,30,burst
1311,30,burst
1312,30,burst
1313,30,burst
1314,30,burst
1315,30,burst
1316,30,burst
1317,30,burst
1318,30,burst
1319,30,burst
1320,30,burst
1321,30,burst
1322,30,burst
1323,30,burst
1324,30,burst
1325,30,burst
1326,30,burst
1327,30,burst
1328,30,burst
1329,30,burst
1330,30,burst
1331,30,burst
1332,30,burst
1333,30,burst
1334,30,burst
1335,30,burst
1336,30,burst
1337,30,burst
1338,30,burst
1339,30,burst
1340,30,burst
1341,30,burst
1342,30,burst
1343,30,burst
1344,30,burst
1345,30,burst
1346,30,burst
1347,30,burst
1348,30,burst
1349,30,burst
1350,30,burst
1351,30,burst
1352,30,burst
1353,30,burst
1354,30,burst
1355,30,burst
1356,30,burst
1357,30,burst
1358,30,burst
1359,30,burst
1360,30,burst
1361,30,burst
1362,30,burst
1363,30,burst
1364,30,burst
1365,30,burst
1366,30,burst
1367,30,burst
1368,30,burst
1369,30,burst
1370,30,burst
1371,30,burst
1372,30,burst
1373,30,burst
1374,30,burst
1375,30,burst
1376,30,burst
1377,30,burst
1378,30,burst
1379,30,burst
1380,30,burst
1381,30,burst
1382,30,burst
1383,30,burst
1384,30,burst
1385,30,burst
1386,30,burst
1387,30,burst
1388,30,burst
1389,30,burst
1390,30,burst
1391,30,burst
1392,30,burst
1393,30,burst
1394,30,burst
1395,30,burst
1396,30,burst
1397,30,burst
1398,30,burst
1399,30,burst
1400,30,burst
1401,30,burst
1402,30,burst
1403,30,burst
1404,30,burst
1405,30,burst
1406,30,burst
1407,30,burst
1408,30,burst
1409,30,burst
1410,30,burst
1411,30,burst
1412,30,burst
1413,30,burst
1414,30,burst
1415,30,burst
1416,30,burst
1417,30,burst
1418,30,burst
1419,30,burst
1420,30,burst
1421,30,burst
1422,30,burst
1423,30,burst
1424,30,burst
1425,30,burst
1426,30,burst
1427,30,burst
1428,30,burst
1429,30,burst
1430,30,burst
1431,30,burst
1432,30,burst
1433,30,burst
1434,30,burst
1435,30,burst
1436,30,burst
1437,30,burst
1438,30,burst
1439,30,burst
1440,30,burst
1441,30,burst
1442,30,burst
1443,30,burst
1444,30,burst
1445,30,burst
1446,30,burst
1447,30,burst
1448,30,burst
1449,30,burst
1450,30,burst
1451,30,burst
1452,30,burst
1453,30,burst
1454,30,burst
1455,30,burst
1456,30,burst
1457,30,burst
1458,30,burst
1459,30,burst
1460,30,burst
1461,30,burst
1462,30,burst
1463,30,burst
1464,30,burst
1465,30,burst
1466,30,burst
1467,30,burst
1468,30,burst
1469,30,burst
1470,30,burst
1471,30,burst
1472,30,burst
1473,30,burst
1474,30,burst
1475,30,burst
1476,30,burst
1477,30,burst
1478,30,burst
1479,30,burst
1480,30,burst
1481,30,burst
1482,30,burst
1483,30,burst
1484,30,burst
1485,30,burst
1486,30,burst
1487,30,burst
1488,30,burst
1489,30,burst
1490,30,burst
1491,30,burst
1492,30,burst
1493,30,burst
1494,30,burst
1495,30,burst
1496,30,burst
1497,30,burst
1498,30,burst
1499,30,burst
1500,30,burst
1501,30,burst
1502,30,burst
1503,30,burst
1504,30,burst
1505,30,burst
1506,30,burst
1507,30,burst
1508,30,burst
1509,30,burst
1510,30,burst
1511,30,burst
1512,30,burst
1513,30,burst
1514,30,burst
1515,30,burst
1516,30,burst
1517,30,burst
1518,30,burst
1519,30,burst
1520,30,burst
1521,30,burst
1522,30,burst
1523,30,burst
1524,30,burst
1525,30,burst
1526,30,burst
1527,30,burst
1528,30,burst
1529,30,burst
1530,30,burst
1531,30,burst
1532,30,burst
1533,30,burst
1534,30,burst
1535,30,burst
1536,30,burst
1537,30,burst
1538,30,burst
1539,30,burst
1540,30,burst
1541,30,burst
1542,30,burst
1543,30,burst
1544,30,burst
1545,30,burst
1546,30,burst
1547,30,burst
1548,30,burst
1549,30,burst
1550,30,burst
1551,30,burst
1552,30,burst
1553,30,burst
1554,30,burst
1555,30,burst
1556,30,burst
1557,30,burst
1558,30,burst
1559,30,burst
1560,30,burst
1561,30,burst
1562,30,burst
1563,30,burst
1564,30,burst
1565,30,burst
1566,30,burst
1567,30,burst
1568,30,burst
1569,30,burst
1570,30,burst
1571,30,burst
1572,30,burst
1573,30,burst
1574,30,burst
1575,30,burst
1576,30,burst
1577,30,burst
1578,30,burst
1579,30,burst
1580,30,burst
1581,30,burst
1582,30,burst
1583,30,burst
1584,30,burst
1585,30,burst
1586,30,burst
1587,30,burst
1588,30,burst
1589,30,burst
1590,30,burst
1591,30,burst
1592,30,burst
1593,30,burst
1594,30,burst
1595,30,burst
1596,30,burst
1597,30,burst
1598,30,burst
1599,30,burst
1600,30,burst
1601,30,burst
1602,30,burst
1603,30,burst
1604,30,burst
1605,30,burst
1606,30,burst
1607,30,burst
1608,30,burst
1609,30,burst
1610,30,burst
1611,30,burst
1612,30,burst
1613,30,burst
1614,30,burst
1615,30,burst
1616,30,burst
1617,30,burst
1618,30,burst
1619,30,burst
1620,30,burst
1621,30,burst
1622,30,burst
1623,30,burst
1624,30,burst
1625,30,burst
1626,30,burst
1627,30,burst
1628,30,burst
1629,30,burst
1630,30,burst
1631,30,burst
1632,30,burst
1633,30,burst
1634,30,burst
1635,30,burst
1636,30,burst
1637,30,burst
1638,30,burst
1639,30,burst
1640,30,burst
1641,30,burst
1642,30,burst
1643,30,burst
1644,30,burst
1645,30,burst
1646,30,burst
1647,30,burst
1648,30,burst
1649,30,burst
1650,30,burst
1651,30,burst
1652,30,burst
1653,30,burst
1654,30,burst
1655,30,burst
1656,30,burst
1657,30,burst
1658,30,burst
1659,30,burst
1660,30,burst
1661,30,burst
1662,30,burst
1663,30,burst
1664,30,burst
1665,30,burst
1666,30,burst
1667,30,burst
1668,30,burst
1669,30,burst
1670,30,burst
1671,30,burst
1672,30,burst
1673,30,burst
1674,30,burst
1675,30,burst
1676,30,burst
1677,30,burst
1678,30,burst
1679,30,burst
1680,30,burst
1681,30,burst
1682,30,burst
1683,30,burst
1684,30,burst
1685,30,burst
1686,30,burst
1687,30,burst
1688,30,burst
1689,30,burst
1690,30,burst
1691,30,burst
1692,30,burst
1693,30,burst
1694,30,burst
1695,30,burst
1696,30,burst
1697,30,burst
1698,30,burst
1699,30,burst
1700,30,burst
1701,30,burst
1702,30,burst
1703,30,burst
1704,30,burst
1705,30,burst
1706,30,burst
1707,30,burst
1708,30,burst
1709,30,burst
1710,30,burst
1711,30,burst
1712,30,burst
1713,30,burst
1714,30,burst
1715,30,burst
1716,30,burst
1717,30,burst
1718,30,burst
1719,30,burst
1720,30,burst
1721,30,burst
1722,30,burst
1723,30,burst
1724,30,burst
1725,30,burst
1726,30,burst
1727,30,burst
1728,30,burst
1729,30,burst
1730,30,burst
1731,30,burst
1732,30,burst
1733,30,burst
1734,30,burst
1735,30,burst
1736,30,burst
1737,30,burst
1738,30,burst
1739,30,burst
1740,30,burst
1741,30,burst
1742,30,burst
1743,30,burst
1744,30,burst
1745,30,burst
1746,30,burst
1747,30,burst
1748,30,burst
1749,30,burst
1750,30,burst
1751,30,burst
1752,30,burst
1753,30,burst
1754,30,burst
1755,30,burst
1756,30,burst
1757,30,burst
1758,30,burst
1759,30,burst
1760,30,burst
1761,30,burst
1762,30,burst
1763,30,burst
1764,30,burst
1765,30,burst
1766,30,burst
1767,30,burst
1768,30,burst
1769,30,burst
1770,30,burst
1771,30,burst
1772,30,burst
1773,30,burst
1774,30,burst
1775,30,burst
1776,30,burst
1777,30,burst
1778,30,burst
1779,30,burst
1780,30,burst
1781,30,burst
1782,30,burst
1783,30,burst
1784,30,burst
1785,30,burst
1786,30,burst
1787,30,burst
1788,30,burst
1789,30,burst
1790,30,burst
1791,30,burst
1792,30,burst
1793,30,burst
1794,30,burst
1795,30,burst
1796,30,burst
1797,30,burst
1798,30,burst
1799,30,burst
1800,30,burst
1801,30,burst
1802,30,burst
1803,30,burst
1804,30,burst
1805,30,burst
1806,30,burst
1807,30,burst
1808,30,burst
1809,30,burst
1810,30,burst
1811,30,burst
1812,30,burst
1813,30,burst
1814,30,burst
1815,30,burst
1816,30,burst
1817,30,burst
1818,30,burst
1819,30,burst
1820,30,burst
1821,30,burst
1822,30,burst
1823,30,burst
1824,30,burst
1825,30,burst
1826,30,burst
1827,30,burst
1828,30,burst
1829,30,burst
1830,30,burst
1831,30,burst
1832,30,burst
1833,30,burst
1834,30,burst
1835,30,burst
1836,30,burst
1837,30,burst
1838,30,burst
1839,30,burst
1840,30,burst
1841,30,burst
1842,30,burst
1843,30,burst
1844,30,burst
1845,30,burst
1846,30,burst
1847,30,burst
1848,30,burst
1849,30,burst
1850,30,burst
